model,category,key_no,symbol,part_number,description
TX-6700,Tuner,,,ART-281,S/M(TX6700)
TX-6700,Tuner,,,ASK-108,SWITCH(POWER)
TX-6700,Tuner,,,ASK-129,SWITCH
TX-6700,Tuner,,,ATT-480,PWR XFMR TX-6700
TX-6700,Tuner,,,AXB-012,BRACKET F/ANTENNA SX750
TX-600,Tuner,,,A12-232,KNOB(FUNCTION-PWR/TONE...ETC.)
TX-600,Tuner,,,A12-235,KNOB(TUNING/AM/FM AUTO)
TX-600,Tuner,,,A19-095,BUTTON(FUNCTION-MODE/TAPE...ETC
TX-600,Tuner,,,ANB-068,FRONT PANEL
TX-600,Tuner,,,ARB-021,O/M TX-600
TX-600,Tuner,,,ASA-008,SWITCH(POWER)
TX-600,Tuner,,,ASK-006,SWITCH(FM MUTING)
TX-600,Tuner,,,ATT-021,PWR XFMR TX-600/K
TX-600,Tuner,,,M52-139,BONNET
TX-600,Tuner,,,R42-158,S/M(TX600)
TX-600,Tuner,,,S13-026,SWITCH(FUNCTION-AM/FM/AUTO)
TX-600,Tuner,,,T42-022,BAR ANTENNA
TX-606,Tuner,,,ADG-005,CORD
TX-606,Tuner,,,AEL-099,PILOT LAMP(DIAL POINTER)
TX-606,Tuner,,,AKA-003,TERMINAL
TX-606,Tuner,,,ANB-577,FRONT PANEL
TX-606,Tuner,,,ARB-254,O/M TX-6700
TX-606,Tuner,,,ART-281,S/M(TX6700)
TX-606,Tuner,,,ASK-108,SWITCH(POWER)
TX-606,Tuner,,,ASK-129,SWITCH
TX-606,Tuner,,,ATT-480,PWR XFMR TX-6700
TX-610,Tuner,,,AEC-609,FOOT ASSY
TX-610,Tuner,,,ANE-291,BONNET CASE
TX-610,Tuner,,,ART-481,S/M(TX610)
TX-610,Tuner,,,ASK-172,SWITCH(FUNCTION-TAPE 2....ETC.)
TX-610,Tuner,,,ASK-173,SWITCH(RECORD LEVEL)
TX-610,Tuner,,,ASK-178,SWITCH(AM/FM)
TX-610,Tuner,,,ASK-179,SWITCH(POWER)
TX-610,Tuner,,,ATB-623,BAR ANTENNA
TX-610,Tuner,,,GWX-456,LED ASSY
TX-6200,Tuner,1-55,,AAB-051,KNOB(FUNCTION-AM/FM/BASS/TREBLE
TX-6200,Tuner,1-57,,AAD-046,BUTTON(FUNCTION-SPKR/MODE...ETC)
TX-6200,Tuner,,,ADE-005,CORD
TX-6200,Tuner,,,ANB-192,FRONT PANEL
TX-6200,Tuner,,,ASG-047,SWITCH(MONO/AUTO/NOISE FILTER)
TX-6200,Tuner,,,ASG-536,SWITCH(POWER)
TX-6500,Tuner,,,AAD-115,BUTTON
TX-6500,Tuner,,,AAF-046,DIAL POINTER ASSY
TX-6500,Tuner,,,AEL-070,PILOT LAMP
TX-6500,Tuner,,,ANB-387,FRONT PANEL
TX-6500,Tuner,,,ANE-108,BONNET
TX-6500,Tuner,,,ARB-160,O/M TX-6500/2
TX-6500,Tuner,,,ART-152,S/M(TX6500)
TX-6500,Tuner,,,ASK-065,SWITCH(POWER)
TX-6500,Tuner,,,ASK-104,SWITCH(FUNCT-AM/FM/MONO/MUTE/AU
TX-6500,Tuner,,,ATT-286,PWR XFMR TX-6500
TX-6500II,Tuner,,,AAD-115,BUTTON
TX-6500II,Tuner,,,ANE-108,BONNET
TX-710,Tuner,,,AAF-025,DIAL POINTER
TX-710,Tuner,,,AAW-015,METER
TX-710,Tuner,,,AAW-016,METER
TX-710,Tuner,,,ACV-113,CONTROL(FM OUTPUT/HEADPHONE LEV
TX-710,Tuner,,,AEK-106,FUSE(1 AMP)
TX-710,Tuner,,,AEL-019,PILOT LAMP(FUNCTIONS INDICATOR)
TX-710,Tuner,,,ARB-377,O/M TX-710
TX-710,Tuner,,,ART-548,S/M TX710
TX-710,Tuner,,,ASC-037,SWITCH(FUNCTION-AM/FM/AUTO/MONO
TX-710,Tuner,,,ASK-027,SWITCH
TX-710,Tuner,,,ASK-095,SWITCH(FUNCTION)
TX-710,Tuner,,,HA1142,IC
TX-710,Tuner,,,K11-043,ANTENNA TERMINAL
TX-710,Tuner,,,AAV-012,FLUORESCENT TUBE
TX-710,Tuner,,,AEC-609,FOOT ASSY
TX-710,Tuner,,,AEL-320,LED
TX-710,Tuner,,,AEL-334,LED(STEREO INDICATOR)
TX-710,Tuner,,,AEL-343,LED(TUNED)
TX-710,Tuner,,,ANB-909,FRONT PANEL ASSY TX-710
TX-710,Tuner,,,ANE-291,BONNET CASE
TX-710,Tuner,,,ARB-377,O/M TX-710
TX-710,Tuner,,,ART-547,S/M TX-710S ADD
TX-710,Tuner,,,ART-548,S/M TX710
TX-710,Tuner,,,ASG-163,SWITCH(STATION CALL)
TX-710,Tuner,,,ASK-172,SWITCH(FUNCTION-TAPE 2....ETC.)
TX-710,Tuner,,,ASK-174,SWITCH(FUNCTION-AM/FM)
TX-710,Tuner,,,ASK-179,SWITCH(POWER)
TX-7800,Tuner,,,AAA-057,KNOB(TUNING)
TX-7800,Tuner,,,AAB-196,KNOB(SPKR/BASS/TREBLE/BAL
TX-7800,Tuner,,,AEL-075,"SPKR, FUNCTION LAMP"
TX-7800,Tuner,,,AEL-316,LED
TX-7800,Tuner,,,ARB-306,O/M TX-7800
TX-7800,Tuner,,,ASK-109,SWITCH(TONE)
TX-7800,Tuner,,,ASK-124,POWER SWITCH
TX-7800,Tuner,,,ATT-574,PWR XFMR TX-7800
TX-7800,Tuner,,,AXB-012,BRACKET F/ANTENNA SX750
TX-700,Tuner,,,A12-144,KNOB(PWR/FUNCT/BAL/SELECT/SPKR)
TX-700,Tuner,,,A12-169,KNOB(TUNING)
TX-700,Tuner,,,A31-092,DIAL POINTER
TX-700,Tuner,,,A91-009,METER(SIGNAL)
TX-700,Tuner,,,AEL-015,LAMP(DIAL/POWER)
TX-700,Tuner,,,E22-018,PILOT LAMP
TX-700,Tuner,,,M21-328,FRONT PANEL
TX-700,Tuner,,,M33-122,BONNET
TX-700,Tuner,,,M61-017,FOOT
TX-700,Tuner,,,R12-067,O/M TX700
TX-700,Tuner,,,S11-016,SWITCH(POWER)
TX-700,Tuner,,,S13-036,SWITCH(FUNCT-FM AUTO/MONO/AM)
TX-700,Tuner,,,S21-004,SWITCH(ILLUMINATION)
TX-700,Tuner,,,S31-022,SWITCH(MUTING/NOISE FILTER)
TX-700,Tuner,,,T52-174,PWR XFMR TX-700/F
TX-720,Tuner,,,ANE-291,BONNET CASE
TX-720,Tuner,,,ART-649,S/M(TX720)
TX-720,Tuner,,,ASG-177,SWITCH(FUNTION-MEMO/LOCAL...ETC
TX-720,Tuner,,,ASG-246,SWITCH(TAPE MONITOR)
TX-720,Tuner,,,ASG-402,SWITCH(FUNCTION-AM/FM)
TX-720,Tuner,,,ASG-526,SWITCH(POWER)
TX-7500,Tuner,,,AAA-028,KNOB(TUNING)
TX-7500,Tuner,,,AAB-091,KNOB(BASS/TREBLE/SPKR) AAB-086
TX-7500,Tuner,,,AAD-040,BUTTON(ON/FF/TAPE-MON)
TX-7500,Tuner,,,AEL-025,PILOT LAMP(STEREO INDICATOR)
TX-7500,Tuner,,,AEL-026,PILOT LAMP
TX-7500,Tuner,,,ANE-079,BONNET
TX-7500,Tuner,,,ARB-135,O/M TX-7500 * (NLA)
TX-7500,Tuner,,,ART-115,S/M(TX7500)
TX-7500,Tuner,,,ASD-031,SWITCH(FUNCTION-AM/FM/AUTO)
TX-7500,Tuner,,,ASK-060,SWITCH(POWER)
TX-7500,Tuner,,,ASK-089,SWITCH
TX-7500,Tuner,,,ATB-037,BAR ANTENNA
TX-7500,Tuner,,,AXB-001,ANTENNA HOLDER
TX-800,Tuner,,,A12-232,KNOB(FUNCTION-PWR/TONE...ETC.)
TX-800,Tuner,,,A12-235,KNOB(TUNING/AM/FM AUTO)
TX-800,Tuner,,,A12-237,KNOB(AM/FM/OUTPUT LEVEL)
TX-800,Tuner,,,A19-095,BUTTON(FUNCTION-MODE/TAPE...ETC
TX-800,Tuner,,,A91-016,METER
TX-800,Tuner,,,A91-017,METER
TX-800,Tuner,,,AEL-015,LAMP(DIAL/POWER)
TX-800,Tuner,,,ANB-072,FRONT PANEL
TX-800,Tuner,,,ASA-008,SWITCH(POWER)
TX-800,Tuner,,,ATB-005,BAR ANTENNA SX-616
TX-800,Tuner,,,ATT-023,PWR XFMR TX-800/K
TX-800,Tuner,,,D51-003,CORD
TX-800,Tuner,,,D51-004,CORD
TX-800,Tuner,,,E22-025,PILOT LAMP
TX-800,Tuner,,,M52-139,BONNET
TX-800,Tuner,,,R42-190,S/M(TX800)
TX-800,Tuner,,,S13-044,SWITCH(FUNCTION-FM/AM/MONO/AUTO
TX-800,Tuner,,,S42-012,SWITCH(HIGH/LOW FILTER)
TX-800,Tuner,,,T42-025,BAR ANTENNA COIL
TX-8100,Tuner,,,ASR-004,RELAY SWITCH
TX-905,Tuner,,,AEK-118,FUSE (800MA/125V)
TX-905,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-905,Tuner,,,ASG-711,SW(FUNCT)POWER
TX-905,Tuner,,,ATS-095,PWR XFMR TX950
TX-930,Tuner,,,ASG-703,SW(FUNCT/POWER/MUTE)
TX-940,Tuner,,,ANE-310,BONNET
TX-940,Tuner,,,ARP-307,S/M(TX940)
TX-940,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-940,Tuner,,,ASG-414,SWITCH(AUTO SCAN/MEMO/FM MUTING
TX-940,Tuner,,,ASG-703,SW(FUNCT/POWER/MUTE)
TX-960,Tuner,,,ARP-820,S/M TX-960L(BK)
TX-960,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-960,Tuner,,,ASG-711,SW(FUNCT)POWER
TX-970,Tuner,,,ARP-820,S/M TX-960L(BK)
TX-970,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-900,Tuner,,,A12-144,KNOB(PWR/FUNCT/BAL/SELECT/SPKR)
TX-900,Tuner,,,A12-146,KNOB(TUNING)
TX-900,Tuner,,,A19-077,KNOB(FUNCTION-LOUD/FILT...ETC.)
TX-900,Tuner,,,A91-008,METER(TUNING/FM)
TX-900,Tuner,,,A91-009,METER(SIGNAL)
TX-900,Tuner,,,AEL-015,LAMP(DIAL/POWER)
TX-900,Tuner,,,AXB-001,ANTENNA HOLDER
TX-900,Tuner,,,C92-022,"CONTROL(LEVEL ADJUSTMENT ""L""/""R"
TX-900,Tuner,,,E22-031,PILOT LAMP(DIAL POINTER)
TX-900,Tuner,,,M21-283,FRONT PANEL ASSY
TX-900,Tuner,,,M33-113,METAL CASE
TX-900,Tuner,,,R12-044,O/M TX900
TX-900,Tuner,,,S13-026,SWITCH(FUNCTION-AM/FM/AUTO)
TX-900,Tuner,,,T42-024,COIL
TX-900,Tuner,,,T52-149,PWR XFMR TX-900/K
QT-74,Reel To Reel Tape,,,ART-011,Service manual QT-74/F
QT-74,Reel To Reel Tape,,,REB-014,REEL CAP
QT-74,Reel To Reel Tape,,,RRB-022,Operating instructions QT-74
QT-2100,8-Track Tape,,,A12-232,KNOB(FUNCTION-PWR/TONE...ETC.)
QT-2100,8-Track Tape,,,AEL-015,LAMP(DIAL/POWER)
QT-2100,8-Track Tape,,,E22-607,IND LAMP
QT-2100,8-Track Tape,,,N11-412,MOTOR
QT-2100,8-Track Tape,,,N28-414,BELT
QT-2100,8-Track Tape,,,R42-227,S/M QT-2100
QT-2100,8-Track Tape,,,RAA-007,"KNOB(PROGRAM ""FRONT"")"
QT-2100,8-Track Tape,,,RCV-003,CONTROL(VOLUME)
QT-2100,8-Track Tape,,,RPB-006,HEAD (PBH8-4)
QT-2100,8-Track Tape,,,RRB-007,O/M QT-2100
QT-2100,8-Track Tape,,,RTT-005,PWR XFMR QT-2100
QT-2100,8-Track Tape,,,S11-404,SWITCH(PROGRAM REPEAT)
QT-2100,8-Track Tape,,,S21-404,SWITCH(POWER/SHUT-OFF)
QT-2100,8-Track Tape,,,W73-408,FLYWHEEL ASSY
QT-6100,Reel To Reel Tape,,,R42-251,Service manual QT-6100
QT-6100,Reel To Reel Tape,,,REB-014,REEL CAP
QT-6600,Reel To Reel Tape,,,E31-856,REEL CAP
QT-6600,Reel To Reel Tape,,,N11-852,MOTOR
QT-6600,Reel To Reel Tape,,,R42-244,Service manual QT-6600
QT-6600,Reel To Reel Tape,0-7,,RRB-005,Operating instructions QT-6600
QT-6600,Reel To Reel Tape,,,RSB-004,SWITCH(EQ SELECTOR)
QT-6600,Reel To Reel Tape,,,RSH-002,SWITCH(REC/PLAYBACK/PB POS)
QT-6600,Reel To Reel Tape,,,RSH-003,SWITCH(MODE/4 CHNL. POS)
QT-6600,Reel To Reel Tape,,,RSH-004,SWITCH(REC/PLAYBACK/REC POS)
QT-6600,Reel To Reel Tape,,,RSK-008,SWITCH(MUTING/PLAY POS)
QT-6600,Reel To Reel Tape,,,S61-853,SWITCH(FF/REW/RELAY CONTACT/FF)
GR-860,Equalizer,,,ASG-549,SWITCH(POWER)GR860BK
SG-9,Equalizer,,,AEL-324,LED(SPEAKER/TAPE MONITOR)
SG-9,Equalizer,,,AEL-325,LED(POWER)
SG-9,Equalizer,,,ARP-030,Service manual  SG-9
SG-90,Equalizer,,,AEL-388,LED(STEREO/POWER)
SG-90,Equalizer,,,ARP-342,Service manual SG90
SG-9800,Equalizer,,,AEL-322,LED (EQ SLIDER)
SG-9800,Equalizer,,,AEL-324,LED(SPEAKER/TAPE MONITOR)
SG-9800,Equalizer,,,AEL-325,LED(POWER)
SG-9800,Equalizer,,,ANE-245,CABINET
SG-9800,Equalizer,,,ARB-315,Operating instructions SG-9800
SG-9800,Equalizer,,,ART-363,Service manual SG9800
RG-60,Dynamic Range Expander,,,HA12010,IC(METER)
RG-9,Dynamic Range Expander,,,ACG-009,CAPACITOR(CERAMIC .047 UFD)
RG-9,Dynamic Range Expander,,,ACV-155,CONTROL(INPUT LEVEL)
RG-9,Dynamic Range Expander,,,AEL-324,LED(SPEAKER/TAPE MONITOR)
RG-9,Dynamic Range Expander,,,AEL-325,LED(POWER)
RG-9,Dynamic Range Expander,,,ARP-054,"S/M RG-9/S,SG"
RG-9,Dynamic Range Expander,,,ASE-115,SWITCH(DYNAMIC EXPANSION)
RG-9,Dynamic Range Expander,,,ASG-215,SWITCH(POWER)
RG-9,Dynamic Range Expander,,,ASG-317,SWITCH(TAPE/PROCESSOR ASSY)
RG-9,Dynamic Range Expander,,,HA12010,IC(METER)
PL-115D,Turntable,,,ART-165,S/M PL-115D
PL-115D,Turntable,,,HNV-135,45 EP ADAPTER
PL-115D,Turntable,,,KSN-001,SWITCH(SPEED SELECT)
PL-115D,Turntable,,,PEA-011,RUBBER MAT ASSY
PL-115D,Turntable,,,PNW-548,ELEVATION UNIT
PL-115D,Turntable,,,PRB-025,O/M PL-115D
PL-115D,Turntable,,,PXA-148,FOOT ASSY PL115D
PL-115D,Turntable,,,PXA-599,COUNTER WEIGHT
PL-115D,Turntable,,,PXB-007,DUST COVER ASSY
PL-115D,Turntable,,,PXM-041,MOTOR(TURN TABLE)
PL-200X,Turntable,,,HNV-135,45 EP ADAPTER
PL-200X,Turntable,,,PC-135,CARTRIDGE W/STYLUS
PL-200X,Turntable,,,PN-135,STYLUS PC135
PL-202AZ,Turntable,,,PSH1006,SWITCH (SPEED)PL222AZ
PL-222AZ,Turntable,,,PSH1006,SWITCH (SPEED)PL222AZ
PL-223AZ,Turntable,,,PSH1006,SWITCH (SPEED)PL222AZ
PL-990,Turntable,,,PZS1001,"MIRCO SW(STOP,PLAY,START)"
PL-990,Turntable,,,PZS1002,MIRCO SW(SPEED 33/45)
PLX-1000,Turntable,,,100-PNTT-3093,33/45 KNOB
PLX-1000,Turntable,,,100-PNTT-3094,TEMPO RESET BUTTON
PLX-1000,Turntable,,,100-PNTT-3095,TEMPO RANGE BUTTON
PLX-1000,Turntable,,,100-PNTT-3096,SPEED BUTTON
PLX-1000,Turntable,,,100-PNTT-3100,SHELL STAND
PLX-1000,Turntable,,,100-PNTT-3113,BUTTON BASE
PLX-1000,Turntable,,,200-PNTT-211A,45 RPM ADAPTOR(AL)
PLX-1000,Turntable,,,200-PNTT-693,SUB WEIGHT
PLX-1000,Turntable,,,200-ST100-268,SHELL WEIGHT
PLX-1000,Turntable,,,406-PLX-1288,1P GROUND WIRE(L=150)
PLX-1000,Turntable,,,408-PLX-140,2P SIGNAL WIRE(L=150)
PLX-1000,Turntable,,,409-HDJ7100-054D-HA,POWER CORD WITH PLUG
PLX-1000,Turntable,,,411-PLX-912,TRANSFORMER(AC115/23
PLX-1000,Turntable,,,420-PLX-396,1P RCA JACK(T7543-AA
PLX-1000,Turntable,,,502-PX1000A-3365,I/B
PLX-1000,Turntable,,,505-PNTT-248,SLIP SHEET
PLX-1000,Turntable,,,505-S15-117,"POLYBAG(PE,35*50MM)"
PLX-1000,Turntable,,,506-PNTT-662,POLYFOAM
PLX-1000,Turntable,,,507-PNTT-3467,SPACER
PLX-1000,Turntable,,,604-DJ5500-262,RUBBER FOR BOTTOM BA
PLX-1000,Turntable,,,604-PNTT-638,SIDE RUBBER
PLX-1000,Turntable,,,604-PNTT-639,LONG RUBBER
PLX-1000,Turntable,,,604-PNTT-648,RUBBER
PLX-1000,Turntable,,,612-PNTT-095,SLIPMAT
PLX-1000,Turntable,,,612-ST150-159,CUSHION FOR TONEARM
PLX-1000,Turntable,,,701-PNTT-5415,FOOT ASS'Y
PLX-1000,Turntable,,,702-PNTT-075,ALUMINUM PLATTER ASSY
PLX-1000,Turntable,,,702-PNTT-076,COUNTER WEIGHT ADJUS
PLX-1000,Turntable,,,703-PNTT-1408,BACK BOARD ASS'Y
PLX-1000,Turntable,,,703-PNTT-1411,HEADSHELL ASS'Y
PLX-1000,Turntable,,,704-PLX-A787,MAIN PCB ASS'Y
PLX-1000,Turntable,,,704-PLX-A790,SPEED PCB ASS'Y
PLX-1000,Turntable,,,704-PLX-A791,PHONO PCB ASS'Y
PLX-1000,Turntable,,,704-PLX-A795,AC SOCKET ASS'Y
PLX-1000,Turntable,,,704-PLX-A796,VOLTAGE SW ASS'Y
PLX-1000,Turntable,,,704-PLX-A800,D.D.MOTOR ASS'Y
PLX-1000,Turntable,,,704-PLX-A802,SEARCHLIGHT ASS'Y
PLX-1000,Turntable,,,704-PLX-A803,STROBOSCOPE ASS'Y
PLX-1000,Turntable,,,704-PLX-A863,AC&PLAY PCB ASS'Y
PLX-1000,Turntable,,,704-PNTT-B013,TONE ARM ASS'Y
PLX-1000,Turntable,,,705-DJ1900-078,RUBBER MAT PACKING
PLX-500K,Turntable,,,100-PLX500-2017,SPEED PUSH BUTTON K
PLX-500K,Turntable,,,200-DJ3000-211,45 RPM ADAPTOR (AL)
PLX-500K,Turntable,,,200-ST100-268,SHELL WEIGHT
PLX-500K,Turntable,,,200-TT100-232C,ALUMINIUM PLATTER (15 MM)
PLX-500K,Turntable,,,408-PL50-068,SIGNAL WIRE
PLX-500K,Turntable,,,408-SUB-132,USB CABLE
PLX-500K,Turntable,,,409-DJ2-069A,AC CORD UL=1900
PLX-500K,Turntable,,,507-PNTT-3467,SPACER
PLX-500K,Turntable,,,612-PLX500K-095,SLIPMAT K
PLX-500K,Turntable,,,701-PLX500-5669,BASE ASSY K
PLX-500K,Turntable,,,701-PLX500-5673,FOOT & WASHER ASSY
PLX-500K,Turntable,,,701-PLX500-5704,HINGE ASSY
PLX-500K,Turntable,,,702-PLX500-098,COUNTER WEIGHT ADJUSTOR ASSY
PLX-500K,Turntable,,,704-PLX500-B516,MAIN PCB ASSY
PLX-500K,Turntable,,,704-PLX500-B527,SINGALGNAL WIRE ASSY
PLX-500K,Turntable,,,704-PLX500-B534,STROBOSCOPE ASSY K
PLX-500K,Turntable,,,705-PLX500-1649,HEADSHEEL & CARTRIDGE ASSY
PLX-500K,Turntable,,,705-PLX500-1650,DUST COVER * HINGE ASSY K
PLX-500K,Turntable,,,705-PLX500-1653,TONE ARM PACKING ASSY
PLX-500K,Turntable,,,705-PLX500K-1655,TOP PANEL PACKING ASSY K
PLX-500W,Turntable,,,100-PLX500W-2017,SPEED PUSH BUTTON W
PLX-500W,Turntable,,,200-DJ3000-211,45 RPM ADAPTOR (AL)
PLX-500W,Turntable,,,200-ST100-268,SHELL WEIGHT
PLX-500W,Turntable,,,200-TT100-232C,ALUMINIUM PLATTER (15 MM)
PLX-500W,Turntable,,,408-PL50-068,SIGNAL WIRE
PLX-500W,Turntable,,,408-SUB-132,USB CABLE
PLX-500W,Turntable,,,409-DJ2-069A,AC CORD UL=1900
PLX-500W,Turntable,,,507-PNTT-3467,SPACER
PLX-500W,Turntable,,,612-PLX500W-095,SLIPMAT W
PLX-500W,Turntable,,,701-PLX500-5673,FOOT & WASHER ASSY
PLX-500W,Turntable,,,701-PLX500-5704,HINGE ASSY
PLX-500W,Turntable,,,701-PLX500W-5669,BASE ASS'Y W
PLX-500W,Turntable,,,702-PLX500-098,COUNTER WEIGHT ADJUSTOR ASSY
PLX-500W,Turntable,,,704-PLX500-B516,MAIN PCB ASSY
PLX-500W,Turntable,,,704-PLX500-B527,SINGALGNAL WIRE ASSY
PLX-500W,Turntable,,,704-PLX500W-B535,STROBOSCOPE ASSY W
PLX-500W,Turntable,,,705-PLX500-1649,HEADSHEEL & CARTRIDGE ASSY
PLX-500W,Turntable,,,705-PLX500-1653,TONE ARM PACKING ASSY
PLX-500W,Turntable,,,705-PLX500W-1656,TOP PANEL PACKING ASSY W
F-70,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
F-70,Tuner,,,ASH-028,"SWITCH(TAPE SEL ""A/B""/AM CHAN S"
F-7,Tuner,,,ASG-532,SWITCH(POWER)
F-717,Tuner,,,ARP-697,S/M F-77(MAIN)
F-717,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
F-77,Tuner,,,ARP-697,S/M F-77(MAIN)
F-77,Tuner,,,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
F-9,Tuner,,,ANR-324,DOOR
F-9,Tuner,,,ARB-393,O/M F-9
F-9,Tuner,,,ASG-276,SWITCH(MEMORY/TUNING MODE)
F-9,Tuner,,,ASG-532,SWITCH(POWER)
F-91,Tuner,,,ASG-541,SWITCH(POWER/FUNCTION)
F-91,Tuner,,,ASG-711,SW(FUNCT)POWER
F-91-3,Tuner,,,AKX-080,ANTENNA ADAPTER
F-91-3,Tuner,,,PSE-201,HA B-STOCK UNIT CARTON
F-91-3,Tuner,,,PSE-202,HE B-STOCK FOAM
F-91-3,Tuner,,,PSE-501,HE B-STOCK FOAM COVER SHEET
TX-D1000,Tuner,,,AEL-315,LED
TX-D1000,Tuner,,,AEL-319,LED
TX-D1000,Tuner,,,ART-431,S/M(TXD1000)
TX-D1000,Tuner,,,ASG-151,SWITCH(MEMORY/DOWN/UP/STATION C
TX-D1000,Tuner,,,ASG-217,SWITCH(POWER)
T-6100,Reel To Reel Tape,,,A12-403,KNOB(REC LEVEL/MODE)
T-6100,Reel To Reel Tape,,,A12-406,KNOB(TAPE SPEED SELECTOR)
T-6100,Reel To Reel Tape,,,A17-402,KNOB(POWER)
T-6100,Reel To Reel Tape,,,A17-854,KNOB(FUNCTION LEVER)
T-6100,Reel To Reel Tape,,,A18-606,KNOB(PAUSE)
T-6100,Reel To Reel Tape,,,A66-852,BUTTON(RESET)
T-6100,Reel To Reel Tape,,,A91-014,LEVEL METER
T-6100,Reel To Reel Tape,,,A92-401,COUNTER
T-6100,Reel To Reel Tape,,,C81-433,CONTROL(REC LEVEL)
T-6100,Reel To Reel Tape,,,E17-511,PINCH ROLLER ASSY
T-6100,Reel To Reel Tape,,,E22-851,PILOT LAMP
T-6100,Reel To Reel Tape,,,E22-854,PILOT LAMP
T-6100,Reel To Reel Tape,,,N28-853,COUNTER BELT
T-6100,Reel To Reel Tape,,,P53-402,ERASE HEAD
T-6100,Reel To Reel Tape,,,P54-851,HEAD
T-6100,Reel To Reel Tape,,,R12-406,O/M T-6100
T-6100,Reel To Reel Tape,,,R42-105,S/M T-6600
T-6100,Reel To Reel Tape,,,RSB-001,SWITCH(SPEED SELECTOR)
T-6100,Reel To Reel Tape,,,S14-401,SWITCH(SPEED SELECTOR)
T-6100,Reel To Reel Tape,,,S14-402,SWITCH(MODE/REC)
T-6100,Reel To Reel Tape,,,S21-851,SWITCH(SHUT-OFF/MOTOR)
T-6100,Reel To Reel Tape,,,S31-851,SWITCH(POWER/SHUT-OFF)
T-6100,Reel To Reel Tape,,,S42-403,SWITCH(CONTACT PT-OFF/REV CANCE
T-6100,Reel To Reel Tape,,,S48-856,SWITCH(MUTING)
T-6600,Reel To Reel Tape,,,A12-232,KNOB(FUNCTION-PWR/TONE...ETC.)
T-6600,Reel To Reel Tape,,,A12-403,KNOB(REC LEVEL/MODE)
T-6600,Reel To Reel Tape,,,A12-406,KNOB(TAPE SPEED SELECTOR)
T-6600,Reel To Reel Tape,,,A12-412,KNOB(PLAYBACK LEVEL)
T-6600,Reel To Reel Tape,,,A17-854,KNOB(FUNCTION LEVER)
T-6600,Reel To Reel Tape,,,A18-401,KNOB(REC LEVER)
T-6600,Reel To Reel Tape,,,A18-606,KNOB(PAUSE)
T-6600,Reel To Reel Tape,,,A66-404,DUST COVER
T-6600,Reel To Reel Tape,,,A91-402,METER
T-6600,Reel To Reel Tape,,,A92-401,COUNTER
T-6600,Reel To Reel Tape,,,E17-511,PINCH ROLLER ASSY
T-6600,Reel To Reel Tape,,,E22-851,PILOT LAMP
T-6600,Reel To Reel Tape,,,E22-854,PILOT LAMP
T-6600,Reel To Reel Tape,,,N11-852,MOTOR
T-6600,Reel To Reel Tape,,,N28-853,COUNTER BELT
T-6600,Reel To Reel Tape,,,P53-402,ERASE HEAD
T-6600,Reel To Reel Tape,,,R12-407,O/M T-6600
T-6600,Reel To Reel Tape,,,R42-105,S/M T-6600
T-6600,Reel To Reel Tape,,,RAA-003,KNOB(POWER)
T-6600,Reel To Reel Tape,,,S15-402,SWITCH(REC MODE)
T-6600,Reel To Reel Tape,,,S31-851,SWITCH(POWER/SHUT-OFF)
T-6600,Reel To Reel Tape,,,S32-401,SWITCH(PRESET)
T-6600,Reel To Reel Tape,,,S41-856,SWITCH(FF/REW)
T-6600,Reel To Reel Tape,,,S42-403,SWITCH(CONTACT PT-OFF/REV CANCE
T-6600,Reel To Reel Tape,,,S48-856,SWITCH(MUTING)
T-8800,Reel To Reel Tape,,,A12-412,KNOB(PLAYBACK LEVEL)
T-8800,Reel To Reel Tape,,,A12-416,KNOB(MODE/CYCLE)
T-8800,Reel To Reel Tape,,,A12-417,KNOB(MIC/LINE)
T-8800,Reel To Reel Tape,,,A12-418,KNOB(BIAS SELECTOR)
T-8800,Reel To Reel Tape,,,A17-401,KNOB(POWER)
T-8800,Reel To Reel Tape,,,A66-409,BUTTON(RECORD)
T-8800,Reel To Reel Tape,,,A91-403,METER
T-8800,Reel To Reel Tape,,,C81-436,CONTROL(RECORD LEVEL)
T-8800,Reel To Reel Tape,,,C87-401,CONTROL(PLAYBACK LEVEL)
T-8800,Reel To Reel Tape,,,E17-421,REEL BASE ASSY (A)
T-8800,Reel To Reel Tape,,,E17-428,BUTTON(STOP ASSY)
T-8800,Reel To Reel Tape,,,E17-430,BUTTON(REVERSE PLAY ASSY)
T-8800,Reel To Reel Tape,,,E17-431,BUTTON(FORWARD PLAY ASSY)
T-8800,Reel To Reel Tape,,,E17-432,BUTTON(FAST FORWARD)
T-8800,Reel To Reel Tape,,,E17-449,SWITCH(PAUSE ASSY)
T-8800,Reel To Reel Tape,,,E22-851,PILOT LAMP
T-8800,Reel To Reel Tape,,,N11-409,TAKE UP MOTOR
